Variable,Index,Value,Bounds
flux,DDPA,0.283535012378124,"[0.0, 1000.0]"
flux,NMNDA,0.0,"[0.0, 1000.0]"
flux,NNAM,0.0,"[0.0, 1000.0]"
flux,P5CD,0.0,"[0.0, 1000.0]"
flux,SPMDAT1,0.0,"[0.0, 1000.0]"
flux,SPMDAT2,0.0,"[0.0, 1000.0]"
flux,TDPADGAT,0.0,"[0.0, 1000.0]"
flux,MALS,2.20226980273092,"[0.0, 1000.0]"
flux,TRE6PP,0.0,"[0.0, 1000.0]"
flux,EX_met__D_e,0.0,"[0, 1000.0]"
flux,EX_tartr__L_e,0.0,"[0, 1000.0]"
flux,EX_taur_e,0.0,"[0, 1000.0]"
flux,EX_maltpt_e,0.0,"[0, 1000.0]"
flux,EX_glcur_e,0.0,"[0, 1000.0]"
flux,ADPRDP,0.0,"[0.0, 1000.0]"
flux,ARAI,0.0,"[0, 1000.0]"
flux,M1PD,0.0,"[0, 1000.0]"
flux,G3PD2,0.0,"[0, 1000.0]"
flux,GALS3,0.0,"[0.0, 1000.0]"
flux,FCI,0.0,"[0, 1000.0]"
flux,FCLK,0.0,"[0.0, 1000.0]"
flux,FCLPA,0.0,"[0, 1000.0]"
flux,ACCOAL,0.0,"[0.0, 1000.0]"
flux,GALUi,0.0,"[0.0, 1000.0]"
flux,U23GAAT,0.0289487388496967,"[0.0, 1000.0]"
flux,UAAGDS,0.020672994324511,"[0.0, 1000.0]"
flux,UAMAS,0.020672994324511,"[0.0, 1000.0]"
flux,UAMAGS,0.020672994324511,"[0.0, 1000.0]"
flux,UGLYCH,0.0,"[0.0, 1000.0]"
flux,OP4ENH,0.0,"[0.0, 1000.0]"
flux,HOPNTAL,0.0,"[0.0, 1000.0]"
flux,3HPPPNH,0.0,"[0.0, 1000.0]"
flux,AKGDH,0.0,"[0.0, 1000.0]"
flux,HPYRRx,0.0,"[0.0, 1000.0]"
flux,GLYCDx,0.0,"[0.0, 1000.0]"
flux,ASP1DC,0.00050142500988688,"[0.0, 1000.0]"
flux,UGMDDS,0.020672994324511,"[0.0, 1000.0]"
flux,UHGADA,0.0289487388496967,"[0.0, 1000.0]"
flux,UAGAAT,0.0289487388496967,"[0, 1000.0]"
flux,ATPPRT,0.0704807160038695,"[0.0, 1000.0]"
flux,HISTD,0.0704807160038695,"[0.0, 1000.0]"
flux,IGPDH,0.0704807160038695,"[0.0, 1000.0]"
flux,PRPPS,0.693864340349427,"[0, 1000.0]"
flux,PRATPP,0.0704807160038694,"[0.0, 1000.0]"
flux,PRMICI,0.0704807160038695,"[0, 1000.0]"
flux,SERAT,0.184115228926826,"[0, 1000.0]"
flux,CYSS,0.184115228926826,"[0.0, 1000.0]"
flux,BPNT,0.184115228926826,"[0.0, 1000.0]"
flux,PAPSR,0.184115228926826,"[0.0, 1000.0]"
flux,ASPK,0.795343388529975,"[0, 1000.0]"
flux,ASAD,0.0,"[0, 1000.0]"
flux,DAPDC,0.255296005664082,"[0.0, 1000.0]"
flux,EX_mmet_e,0.0,"[0, 1000.0]"
flux,METAT,0.000668070710501327,"[0.0, 1000.0]"
flux,ASCBPL,0.0,"[0.0, 1000.0]"
flux,ACBIPGT,0.0,"[0.0, 1000.0]"
flux,ADOCBLS,0.0,"[0.0, 1000.0]"
flux,ADOCBIK,0.0,"[0.0, 1000.0]"
flux,TMPK,0.000165901746594428,"[0.0, 1000.0]"
flux,HPPPNDO,0.0,"[0.0, 1000.0]"
flux,DHCINDO,0.0,"[0.0, 1000.0]"
flux,HKNDDH,0.0,"[0.0, 1000.0]"
flux,HKNTDH,0.0,"[0.0, 1000.0]"
flux,GLYCK2,0.0,"[0.0, 1000.0]"
flux,ENTCS,0.0,"[0.0, 1000.0]"
flux,SULR,0.184115228926826,"[0.0, 1000.0]"
flux,MANPGH,0.0,"[0.0, 1000.0]"
flux,URDGLYCD,0.0,"[0.0, 1000.0]"
flux,CBMKr,0.466151917907456,"[0, 1000.0]"
flux,AMANAPEr,0.0,"[0, 1000.0]"
flux,ACM6PH,0.0,"[0.0, 1000.0]"
flux,NNATr,0.0016947272589333,"[0, 1000.0]"
flux,CYTDH,0.0,"[0.0, 1000.0]"
flux,PSERT,1.27890234261117,"[0.0, 1000.0]"
flux,AIRC2,0.333138146701596,"[0.0, 1000.0]"
flux,GAPD,18.2105649143977,"[0, 1000.0]"
flux,HEX1,10.0,"[0.0, 1000.0]"
flux,GND,0.0,"[0.0, 1000.0]"
flux,TAUDO,0.0,"[0.0, 1000.0]"
flux,DM_amob_c,1.48790804120563e-06,"[0.0, 1000.0]"
flux,ME2,0.0,"[0.0, 1000.0]"
flux,ARGSL,0.220055647662148,"[0, 1000.0]"
flux,CBPS,0.0,"[0.0, 1000.0]"
flux,GLU5K,0.164454756024355,"[0.0, 1000.0]"
flux,IPPS,0.335174348856207,"[0.0, 1000.0]"
flux,EX_mg2_e,0.0,"[0, 1000.0]"
flux,ACOATA,0.0,"[0, 1000.0]"
flux,MLTG2,0.0,"[0.0, 1000.0]"
flux,MLTG1,0.0,"[0.0, 1000.0]"
flux,AMALT3,0.0,"[0.0, 1000.0]"
flux,MLTP3,0.0,"[0, 1000.0]"
flux,SPODM,0.0,"[0.0, 1000.0]"
flux,AHCYSNS,0.000333291401230032,"[0.0, 1000.0]"
flux,TMK,0.0,"[0.0, 1000.0]"
flux,NTPP4,0.0,"[0.0, 1000.0]"
flux,NTPP3,0.0,"[0.0, 1000.0]"
flux,NTPP6,0.0,"[0.0, 1000.0]"
flux,NTPP7,0.0,"[0.0, 1000.0]"
flux,NTPP8,0.0,"[0.0, 1000.0]"
flux,P5CR,0.164454756024355,"[0.0, 1000.0]"
flux,CYANST,0.0,"[0.0, 1000.0]"
flux,DHPPDA2,0.000331803493188866,"[0.0, 1000.0]"
flux,G5SADs,0.164454756024355,"[0.0, 1000.0]"
flux,GMAND,0.0,"[0.0, 1000.0]"
flux,PPCSCT,0.0,"[0.0, 1000.0]"
flux,CYTD,0.0,"[0.0, 1000.0]"
flux,DCYTD,0.0,"[0.0, 1000.0]"
flux,DBTS,1.48790804120563e-06,"[0.0, 1000.0]"
flux,DCTPD,0.0,"[0.0, 1000.0]"
flux,DHDPS,0.275968999988593,"[0.0, 1000.0]"
flux,G1PACT,0.0702947274987187,"[0.0, 1000.0]"
flux,GART,0.0,"[0.0, 1000.0]"
flux,CSND,0.0,"[0.0, 1000.0]"
flux,GF6PTA,0.0702947274987187,"[0.0, 1000.0]"
flux,H2SO,0.0,"[0.0, 1000.0]"
flux,GLUCYS,0.0,"[0.0, 1000.0]"
flux,GLUN,0.0,"[0.0, 1000.0]"
flux,GLUPRT,0.33330404844819,"[0.0, 1000.0]"
flux,GMPR,0.0,"[0.0, 1000.0]"
flux,NADS1,0.0016947272589333,"[0.0, 1000.0]"
flux,NTRIR2x,0.0,"[0.0, 1000.0]"
flux,OCBT,0.220055647662148,"[0, 1000.0]"
flux,GARFT,0.33330404844819,"[0, 1000.0]"
flux,GPDDA1,0.0,"[0.0, 1000.0]"
flux,GPDDA2,0.0,"[0.0, 1000.0]"
flux,PHETA1,0.0,"[0, 1000.0]"
flux,PPND,0.10275418537164,"[0.0, 1000.0]"
flux,TRPS1,0.0,"[0.0, 1000.0]"
flux,PRAMPC,0.0704807160038695,"[0.0, 1000.0]"
flux,MCITL2,0.0,"[0, 1000.0]"
flux,DXYLK,0.0,"[0.0, 1000.0]"
flux,MDH3,0.0,"[0.0, 1000.0]"
flux,SOTA,0.0,"[0.0, 1000.0]"
flux,SGSAD,0.0,"[0.0, 1000.0]"
flux,PTA2,0.0,"[0.0, 1000.0]"
flux,MDH2,11.7388724354267,"[0.0, 1000.0]"
flux,ACOTA,0.0,"[0, 1000.0]"
flux,GPDDA5,0.0,"[0.0, 1000.0]"
flux,PDX5PS,0.000165901746594428,"[0.0, 1000.0]"
flux,PPBNGS,0.00132721397275542,"[0.0, 1000.0]"
flux,PPNCL2,0.00050142500988688,"[0.0, 1000.0]"
flux,PRAGSr,0.33330404844819,"[0, 1000.0]"
flux,PRFGS,0.33330404844819,"[0.0, 1000.0]"
flux,EX_acac_e,0.0,"[0, 1000.0]"
flux,ETHAAL,0.0,"[0.0, 1000.0]"
flux,MAN1PT2,0.0,"[0.0, 1000.0]"
flux,AP4AH,0.0,"[0.0, 1000.0]"
flux,AP5AH,0.0,"[0.0, 1000.0]"
flux,ADNCYC,0.0,"[0.0, 1000.0]"
flux,MI1PP,0.0,"[0.0, 1000.0]"
flux,MCITS,0.0,"[0.0, 1000.0]"
flux,PPAKr,0.0,"[0, 1000.0]"
flux,NTP3,0.0,"[0.0, 1000.0]"
flux,PPM2,0.0,"[0, 1000.0]"
flux,MOAT2,0.0144743694248484,"[0.0, 1000.0]"
flux,EX_adn_e,0.0,"[0, 1000.0]"
flux,EX_ins_e,0.0,"[0, 1000.0]"
flux,G6PDH2r,0.0,"[0, 1000.0]"
flux,NADH5,23.4322968705917,"[0.0, 1000.0]"
flux,MOHMT,0.00050142500988688,"[0.0, 1000.0]"
flux,EX_glyc3p_e,0.0,"[0, 1000.0]"
flux,EX_lcts_e,0.0,"[0, 1000.0]"
flux,EX_nac_e,0.0,"[0, 1000.0]"
flux,EX_ocdca_e,0.0,"[0, 1000.0]"
flux,GMPS,0.180950448523181,"[0.0, 1000.0]"
flux,FTHFLi,0.0,"[0.0, 1000.0]"
flux,UDPGD,0.0,"[0.0, 1000.0]"
flux,GLCRD,0.0,"[0.0, 1000.0]"
flux,PPPNDO,0.0,"[0.0, 1000.0]"
flux,CHRPL,0.000165901746594428,"[0.0, 1000.0]"
flux,TDPAGTA,0.0,"[0.0, 1000.0]"
flux,UACMAMO,0.0,"[0.0, 1000.0]"
flux,FBA3,9.35265262471206,"[0, 1000.0]"
flux,PMPK,0.000165901746594428,"[0.0, 1000.0]"
flux,LCADi,0.0,"[0.0, 1000.0]"
flux,ADK3,1.95176114118898,"[0, 1000.0]"
flux,GLUDC,6.56128202366265,"[0.0, 1000.0]"
flux,BSORy,0.0,"[0.0, 1000.0]"
flux,ADSK,0.184115228926826,"[0.0, 1000.0]"
flux,HSDy,0.0,"[0, 1000.0]"
flux,CYSTL,0.114502707265,"[0.0, 1000.0]"
flux,SHSL1,0.114502707265,"[0.0, 1000.0]"
flux,SSALy,2.49829096972182,"[0.0, 1000.0]"
flux,EX_dad_2_e,0.0,"[0, 1000.0]"
flux,EX_ser__D_e,0.0,"[0, 1000.0]"
flux,EX_gam6p_e,0.0,"[0, 1000.0]"
flux,EX_15dap_e,0.0,"[0, 1000.0]"
flux,EX_ocdcea_e,0.0,"[0, 1000.0]"
flux,EX_cynt_e,0.0,"[0, 1000.0]"
flux,EX_galctn__D_e,0.0,"[0, 1000.0]"
flux,EX_glyb_e,0.0,"[0, 1000.0]"
flux,3HCINNMH,0.0,"[0.0, 1000.0]"
flux,BSORx,0.0,"[0.0, 1000.0]"
flux,NMNt7pp,0.0,"[0.0, 1000.0]"
flux,GLUtex,0.0,"[0, 1000.0]"
flux,GLYtex,0.0,"[0, 1000.0]"
flux,GLYALDtex,0.0,"[0, 1000.0]"
flux,GLYBtex,0.0,"[0, 1000.0]"
flux,GLYCtex,0.0,"[0, 1000.0]"
flux,GLYC3Ptex,0.0,"[0, 1000.0]"
flux,GLYCLTtex,0.0,"[0, 1000.0]"
flux,GTPtex,0.0,"[0, 1000.0]"
flux,GUAtex,0.0,"[0, 1000.0]"
flux,Htex,0.0,"[0, 1000.0]"
flux,H2tex,0.0,"[0, 1000.0]"
flux,H2Otex,0.0,"[0, 1000.0]"
flux,FACOAL160t2pp,0.0,"[0.0, 1000.0]"
flux,FACOAL180t2pp,0.0,"[0.0, 1000.0]"
flux,SPODMpp,0.0,"[0.0, 1000.0]"
flux,NO3R1bpp,0.0,"[0.0, 1000.0]"
flux,O2tpp,27.8764920480029,"[0, 1000.0]"
flux,PHYTSpp,0.0,"[0.0, 1000.0]"
flux,PPTHpp,0.0,"[0.0, 1000.0]"
flux,PYRt2rpp,0.0,"[0, 1000.0]"
flux,NO3R2pp,0.0,"[0.0, 1000.0]"
flux,NTP3pp,0.0,"[0.0, 1000.0]"
flux,NO3R2bpp,0.0,"[0.0, 1000.0]"
flux,THD2pp,0.0,"[0.0, 1000.0]"
flux,TMAOR1pp,0.0,"[0.0, 1000.0]"
flux,TMAOR2pp,0.0,"[0.0, 1000.0]"
flux,XANtpp,0.0,"[0, 1000.0]"
flux,DAPtex,0.0,"[0, 1000.0]"
flux,12PPDStex,0.0,"[0, 1000.0]"
flux,DDGLCNtex,0.0,"[0, 1000.0]"
flux,26DAHtex,0.0,"[0, 1000.0]"
flux,HCINNMtex,0.0,"[0, 1000.0]"
flux,HPPPNtex,0.0,"[0, 1000.0]"
flux,ACtex,0.0,"[0, 1000.0]"
flux,ACALDtex,0.0,"[0, 1000.0]"
flux,ACMANAtex,0.0,"[0, 1000.0]"
flux,ACMUMtex,0.0,"[0.0, 1000.0]"
flux,ACACT7r,0.206860879152736,"[0, 1000.0]"
flux,PSP_L,1.27890234261117,"[0.0, 1000.0]"
flux,ACACT2r,0.26475835685213,"[0, 1000.0]"
flux,ACACT3r,0.26475835685213,"[0, 1000.0]"
flux,ACACT4r,0.26475835685213,"[0, 1000.0]"
flux,SUCCt2_2pp,0.0,"[0.0, 1000.0]"
flux,SUCFUMtpp,0.0,"[0, 1000.0]"
flux,SUCptspp,0.0,"[0.0, 1000.0]"
flux,SULabcpp,0.0,"[0.0, 1000.0]"
flux,TSULabcpp,0.0,"[0.0, 1000.0]"
flux,TARTRt7pp,0.0,"[0, 1000.0]"
flux,AHGDx,0.0,"[0, 1000.0]"
flux,TAURabcpp,0.0,"[0.0, 1000.0]"
flux,THMDt2pp_copy1,0.0,"[0.0, 1000.0]"
flux,EX_ca2_e,0.0,"[0, 1000.0]"
flux,EX_so3_e,0.0,"[0, 1000.0]"
flux,Kt2pp,0.145214617143525,"[0.0, 1000.0]"
flux,AKGt2rpp,0.0,"[0, 1000.0]"
flux,XYLt2pp,0.0,"[0.0, 1000.0]"
flux,EX_ascb__L_e,0.0,"[0, 1000.0]"
flux,EX_ala_B_e,0.0,"[0, 1000.0]"
flux,EX_agm_e,0.0,"[0, 1000.0]"
flux,EX_minohp_e,0.0,"[0, 1000.0]"
flux,EX_ppt_e,0.0,"[0, 1000.0]"
flux,EX_hxa_e,0.0,"[0, 1000.0]"
flux,EX_lyx__L_e,0.0,"[0, 1000.0]"
flux,EX_acmum_e,0.0,"[0, 1000.0]"
flux,EX_dca_e,0.0,"[0, 1000.0]"
flux,EX_all__D_e,0.0,"[0, 1000.0]"
flux,EX_octa_e,0.0,"[0, 1000.0]"
flux,EX_xylu__L_e,0.0,"[0, 1000.0]"
flux,EX_gdp_e,0.0,"[0, 1000.0]"
flux,EX_gtp_e,0.0,"[0, 1000.0]"
flux,THMabcpp,0.0,"[0.0, 1000.0]"
flux,THMDt2pp_copy2,0.0,"[0, 1000.0]"
flux,THRabcpp,0.0,"[0.0, 1000.0]"
flux,TREptspp,0.0,"[0.0, 1000.0]"
flux,TRPt2rpp,0.0,"[0, 1000.0]"
flux,TYRt2rpp,0.0,"[0, 1000.0]"
flux,URIt2pp_copy1,0.0,"[0.0, 1000.0]"
flux,URIt2pp_copy2,0.0,"[0, 1000.0]"
flux,VALabcpp,0.0,"[0.0, 1000.0]"
flux,XTSNt2rpp,0.0,"[0, 1000.0]"
flux,XYLabcpp,0.0,"[0.0, 1000.0]"
flux,XYLUt2pp,0.0,"[0.0, 1000.0]"
flux,THRt4pp,0.0,"[0.0, 1000.0]"
flux,EX_fruur_e,0.0,"[0, 1000.0]"
flux,GALtex,0.0,"[0, 1000.0]"
flux,GALCTtex,0.0,"[0, 1000.0]"
flux,GALCTNtex,0.0,"[0, 1000.0]"
flux,GALTtex,0.0,"[0, 1000.0]"
flux,GALURtex,0.0,"[0, 1000.0]"
flux,GTPCI,0.000497705239783131,"[0.0, 1000.0]"
flux,FDMO,0.0,"[0.0, 1000.0]"
flux,FEOXAMabcpp,0.0,"[0.0, 1000.0]"
flux,CBL1abcpp,0.0,"[0.0, 1000.0]"
flux,ACACt2pp,0.0,"[0, 1000.0]"
flux,ACGAptspp,0.0,"[0.0, 1000.0]"
flux,ACMANAptspp,0.0,"[0.0, 1000.0]"
flux,ACNAMt2pp,0.0,"[0.0, 1000.0]"
flux,CHOLD,0.0,"[0.0, 1000.0]"
flux,DRPA,0.0,"[0.0, 1000.0]"
flux,TKT2,0.0,"[0, 1000.0]"
flux,EX_ch4_e,0.0,"[0, 1000.0]"
flux,FEENTERabcpp,0.0,"[0.0, 1000.0]"
flux,FECRMabcpp,0.0,"[0.0, 1000.0]"
flux,GAMtex,0.0,"[0, 1000.0]"
flux,GBBTNtex,0.0,"[0, 1000.0]"
flux,ARBt2rpp,0.0,"[0, 1000.0]"
flux,DAPabcpp,0.0,"[0.0, 1000.0]"
flux,CO2tpp,0.0,"[0, 1000.0]"
flux,DHAtpp,0.0,"[0, 1000.0]"
flux,DMSOR1pp,0.0,"[0.0, 1000.0]"
flux,ARGabcpp,0.0,"[0.0, 1000.0]"
flux,ARGAGMt7pp,0.0,"[0, 1000.0]"
flux,ASCBptspp,0.0,"[0.0, 1000.0]"
flux,ASNt2rpp,0.0,"[0, 1000.0]"
flux,ASPabcpp,0.0,"[0.0, 1000.0]"
flux,ASPt2pp,0.0,"[0.0, 1000.0]"
flux,ASPt2_2pp,0.0,"[0.0, 1000.0]"
flux,ASPt2_3pp,0.0,"[0.0, 1000.0]"
flux,HIStex,0.0,"[0, 1000.0]"
flux,HXAtex,0.0,"[0, 1000.0]"
flux,HYXNtex,0.0,"[0, 1000.0]"
flux,IDONtex,0.0,"[0, 1000.0]"
flux,ILEtex,0.0,"[0, 1000.0]"
flux,INSTtex,0.0,"[0, 1000.0]"
flux,INStex,0.0,"[0, 1000.0]"
flux,Ktex,0.145214617143525,"[0, 1000.0]"
flux,D_LACtex,0.0,"[0, 1000.0]"
flux,NTD8pp,0.0,"[0.0, 1000.0]"
flux,FRULYStex,0.0,"[0, 1000.0]"
flux,EX_fad_e,0.0,"[0, 1000.0]"
flux,GALCTt2rpp,0.0,"[0, 1000.0]"
flux,GALt2pp,0.0,"[0.0, 1000.0]"
flux,ASPtex,0.0,"[0, 1000.0]"
flux,ABUTt2pp,0.0,"[0.0, 1000.0]"
flux,CYSabcpp,0.0,"[0.0, 1000.0]"
flux,SBTptspp,0.0,"[0.0, 1000.0]"
flux,TREHpp,0.0,"[0.0, 1000.0]"
flux,CYTBDpp,0.0,"[0.0, 1000.0]"
flux,CYTBD2pp,0.0,"[0.0, 1000.0]"
flux,ACALDtpp,0.0,"[0, 1000.0]"
flux,ACt2rpp,0.0,"[0, 1000.0]"
flux,EX_fe3dcit_e,0.0,"[0, 1000.0]"
flux,EX_fe3hox_e,0.0,"[0, 1000.0]"
flux,EX_fecrm_e,0.0,"[0, 1000.0]"
flux,EX_feenter_e,0.0,"[0, 1000.0]"
flux,EX_feoxam_e,0.0,"[0, 1000.0]"
flux,EX_cbi_e,0.0,"[0, 1000.0]"
flux,EX_arbtn_fe3_e,0.0,"[0, 1000.0]"
flux,EX_cpgn_e,0.0,"[0, 1000.0]"
flux,EX_adocbl_e,0.0,"[0, 1000.0]"
flux,ATPS4rpp,59.9494743479447,"[0, 1000.0]"
flux,INDOLEtex,0.0,"[0, 1000.0]"
flux,L_LACtex,0.0,"[0, 1000.0]"
flux,ACt4pp,0.00387228067723765,"[0.0, 1000.0]"
flux,ADEt2rpp,0.0,"[0, 1000.0]"
flux,ADNt2pp_copy1,0.0,"[0.0, 1000.0]"
flux,ADNt2pp_copy2,0.0,"[0, 1000.0]"
flux,ALAabcpp,0.0,"[0.0, 1000.0]"
flux,ALLabcpp,0.0,"[0.0, 1000.0]"
flux,ALLTNt2rpp,0.0,"[0, 1000.0]"
flux,ARBabcpp,0.0,"[0.0, 1000.0]"
flux,ECOAH8,0.0,"[0, 1000.0]"
flux,GLCDpp,0.0,"[0.0, 1000.0]"
flux,GUAtpp,0.0,"[0, 1000.0]"
flux,HYD2pp,0.0,"[0.0, 1000.0]"
flux,HYXNtpp,0.0,"[0, 1000.0]"
flux,NACtpp,0.0,"[0.0, 1000.0]"
flux,FE3DCITabcpp,0.0,"[0.0, 1000.0]"
flux,CPGNtonex,0.0,"[0.0, 1000.0]"
flux,GLCRtex,0.0,"[0, 1000.0]"
flux,GLCNtex,0.0,"[0, 1000.0]"
flux,GLCURtex,0.0,"[0, 1000.0]"
flux,GLNtex,0.0,"[0, 1000.0]"
flux,O2tex,27.8764920480029,"[0, 1000.0]"
flux,EX_ppa_e,0.0,"[0, 1000.0]"
flux,OCTAtex,0.0,"[0, 1000.0]"
flux,ORNtex,0.0,"[0, 1000.0]"
flux,ECOAH5,0.26475835685213,"[0, 1000.0]"
flux,DHFS,0.000497705239783132,"[0.0, 1000.0]"
flux,CITt7pp,0.0,"[0.0, 1000.0]"
flux,CRNt7pp,0.0,"[0.0, 1000.0]"
flux,EX_ni2_e,0.0,"[0, 1000.0]"
flux,EX_no_e,0.0,"[0, 1000.0]"
flux,CHLabcpp,0.0,"[0.0, 1000.0]"
flux,DGSNt2pp,0.0,"[0.0, 1000.0]"
flux,DINSt2pp,0.0,"[0.0, 1000.0]"
flux,DURIt2pp,0.0,"[0.0, 1000.0]"
flux,FE2abcpp,0.0,"[0.0, 1000.0]"
flux,FRUptspp,0.0,"[0.0, 1000.0]"
flux,FUCtpp,0.0,"[0, 1000.0]"
flux,FUMt2_2pp,0.0,"[0.0, 1000.0]"
flux,FUMt2_3pp,0.0,"[0.0, 1000.0]"
flux,FEENTERtonex,0.0,"[0.0, 1000.0]"
flux,CSNt2pp,0.0,"[0.0, 1000.0]"
flux,CYNTt2pp,0.0,"[0.0, 1000.0]"
flux,CYTDt2pp_copy1,0.0,"[0.0, 1000.0]"
flux,CYTDt2pp_copy2,0.0,"[0, 1000.0]"
flux,DADNt2pp,0.0,"[0.0, 1000.0]"
flux,DCYTt2pp,0.0,"[0.0, 1000.0]"
flux,DDGLCNt2rpp,0.0,"[0, 1000.0]"
flux,RMNtex,0.0,"[0, 1000.0]"
flux,EX_meoh_e,1.48790804120563e-06,"[0, 1000.0]"
flux,MALTTRtexi,0.0,"[0.0, 1000.0]"
flux,MALTTTRtexi,0.0,"[0.0, 1000.0]"
flux,MALTPTtexi,0.0,"[0.0, 1000.0]"
flux,MALTtexi,0.0,"[0.0, 1000.0]"
flux,GLCtex_copy1,10.0,"[0.0, 1000.0]"
flux,FE3DCITtonex,0.0,"[0.0, 1000.0]"
flux,PHEtex,0.0,"[0, 1000.0]"
flux,PItex,0.717622511997219,"[0, 1000.0]"
flux,ACGAMK,0.0,"[0.0, 1000.0]"
flux,METS,0.11483599866623,"[0.0, 1000.0]"
flux,EX_cu2_e,0.0,"[0, 1000.0]"
flux,CYSabc2pp,0.0,"[0.0, 1000.0]"
flux,PRASCSi,0.333138146701596,"[0.0, 1000.0]"
flux,TRSARr,0.0,"[0, 1000.0]"
flux,LYXI,0.0,"[0.0, 1000.0]"
flux,EX_pheme_e,0.0,"[0, 1000.0]"
flux,PNTOtex,0.0,"[0, 1000.0]"
flux,PPPNtex,0.0,"[0, 1000.0]"
flux,PPTtex,0.0,"[0, 1000.0]"
flux,PTRCtex,0.0,"[0, 1000.0]"
flux,PYRtex,0.0,"[0, 1000.0]"
flux,DSERtex,0.0,"[0, 1000.0]"
flux,SERtex,0.0,"[0, 1000.0]"
flux,SO4tex,0.187342501468201,"[0, 1000.0]"
flux,SPMDtex,0.0,"[0, 1000.0]"
flux,SUCCtex,0.0,"[0, 1000.0]"
flux,SUCRtex,0.0,"[0, 1000.0]"
flux,TARTRtex,0.0,"[0, 1000.0]"
flux,TAURtex,0.0,"[0, 1000.0]"
flux,THRtex,0.0,"[0, 1000.0]"
flux,THMDtex,0.0,"[0, 1000.0]"
flux,CBIuabcpp,0.0,"[0.0, 1000.0]"
flux,METDtex,0.0,"[0, 1000.0]"
flux,METtex,0.0,"[0, 1000.0]"
flux,MNLtex,0.0,"[0, 1000.0]"
flux,NAtex,0.0,"[0, 1000.0]"
flux,NACtex,0.0,"[0, 1000.0]"
flux,NH4tex,8.03464018641754,"[0, 1000.0]"
flux,URIH,0.0,"[0.0, 1000.0]"
flux,XTSNH,0.0,"[0.0, 1000.0]"
flux,INSH,0.0,"[0.0, 1000.0]"
flux,BUTtex,0.0,"[0, 1000.0]"
flux,CHLtex,0.0,"[0, 1000.0]"
flux,CO2tex,0.0,"[0, 1000.0]"
flux,CRNtex,0.0,"[0, 1000.0]"
flux,PPK2,0.0,"[0.0, 1000.0]"
flux,DINStex,0.0,"[0, 1000.0]"
flux,DMStex,0.0,"[0, 1000.0]"
flux,CSNtex,0.0,"[0, 1000.0]"
flux,CYNTtex,0.0,"[0, 1000.0]"
flux,CYStex,0.0,"[0, 1000.0]"
flux,CYTDtex,0.0,"[0, 1000.0]"
flux,DCAtex,0.0,"[0, 1000.0]"
flux,DCYTtex,0.0,"[0, 1000.0]"
flux,DGSNtex,0.0,"[0, 1000.0]"
flux,MTHFR2,0.11483599866623,"[0.0, 1000.0]"
flux,ASPO3,0.0,"[0.0, 1000.0]"
flux,ASPO5,0.0016947272589333,"[0.0, 1000.0]"
flux,ASPO4,0.0,"[0.0, 1000.0]"
flux,ASPO6,0.0,"[0.0, 1000.0]"
flux,LCTStex,0.0,"[0, 1000.0]"
flux,LEUtex,0.0,"[0, 1000.0]"
flux,LYStex,0.0,"[0, 1000.0]"
flux,LYXtex,0.0,"[0, 1000.0]"
flux,MANtex,0.0,"[0, 1000.0]"
flux,MAN6Ptex,0.0,"[0, 1000.0]"
flux,MELIBtex,0.0,"[0, 1000.0]"
flux,DMSOtex,0.0,"[0, 1000.0]"
flux,DURItex,0.0,"[0, 1000.0]"
flux,EX_mal__D_e,0.0,"[0, 1000.0]"
flux,FRUtex,0.0,"[0, 1000.0]"
flux,FUCtex,0.0,"[0, 1000.0]"
flux,FUMtex,0.0,"[0, 1000.0]"
flux,ACACT5r,0.26475835685213,"[0, 1000.0]"
flux,MALDDH,0.0,"[0.0, 1000.0]"
flux,FE2tex,0.0119486455249018,"[0, 1000.0]"
flux,NMNtex,0.0,"[0, 1000.0]"
flux,NO2tex,0.0,"[0, 1000.0]"
flux,DHPS2,0.000497705239783131,"[0.0, 1000.0]"
flux,MTHFC,0.737088812900254,"[0, 1000.0]"
flux,MTHFD,0.737088812900254,"[0, 1000.0]"
flux,BUTt2rpp,0.0,"[0, 1000.0]"
flux,CADVtpp,0.0,"[0.0, 1000.0]"
flux,QULNS,0.0016947272589333,"[0.0, 1000.0]"
flux,ALKP,0.0,"[0.0, 1000.0]"
flux,GDPtex,0.0,"[0, 1000.0]"
flux,EX_cobalt2_e,0.0,"[0, 1000.0]"
flux,TMAtex,0.0,"[0, 1000.0]"
flux,TMAOtex,0.0,"[0, 1000.0]"
flux,TREtex,0.0,"[0, 1000.0]"
flux,L_LACD3,0.0,"[0.0, 1000.0]"
flux,L_LACD2,0.0,"[0.0, 1000.0]"
flux,ACACT6r,0.206860879152736,"[0, 1000.0]"
flux,TRPtex,0.0,"[0, 1000.0]"
flux,TSULtex,0.0,"[0, 1000.0]"
flux,TYRtex,0.0,"[0, 1000.0]"
flux,URAtex,0.0,"[0, 1000.0]"
flux,UREAtex,0.0,"[0, 1000.0]"
flux,URItex,0.0,"[0, 1000.0]"
flux,VALtex,0.0,"[0, 1000.0]"
flux,XANtex,0.0,"[0, 1000.0]"
flux,XYLtex,0.0,"[0, 1000.0]"
flux,ABUTtex,0.0,"[0, 1000.0]"
flux,FORtppi,0.00182491921253859,"[0.0, 1000.0]"
